'census_2010_block_id','sector_id','number_of_jobs','census_block_id'
'530330273004010',5,1,18213
'530330273004010',9,1,18213
'530330273004010',11,1,18213
'530330273004011',2,1,21859
'530330273004011',11,2,21859
'530330273004017',4,2,22304
'530330273004017',12,23,22304
'530330273004021',9,1,8739
'530330273004021',11,2,8739
'530330273004022',2,2,21858
'530330273004023',2,1,5130
'530330273004023',7,1,5130
'530330273004023',9,1,5130
'530330273004023',11,2,5130
'530330274001000',7,18,5150
'530330274001000',11,6,5150
'530330274001001',3,1,25425
'530330274001002',7,1,25426
'530330274001002',9,1,25426
'530330274001003',2,4,25429
'530330274001003',4,3,25429
'530330274001003',7,1,25429
'530330274001003',11,2,25429
'530330274001004',2,1,22631
'530330274001004',9,1,22631
'530330274001005',11,1,25430
'530330274001006',7,1,7885
'530330274001011',2,1,7878
'530330274001011',7,1,7878
'530330274001011',9,1,7878
'530330274001012',2,1,7880
'530330274001012',4,1,7880
'530330274001012',11,1,7880
'530330274001013',2,4,9191
'530330274001013',3,1,9191
'530330274001014',2,1,25431
'530330274001014',9,2,25431
'530330274001017',7,-45,9203
'530330274001017',11,2,9203
'530330274001018',2,5,536
'530330274001018',4,1,536
'530330274001018',7,1,536
'530330274001018',9,1,536
'530330274001018',11,1,536
'530330274001019',2,1,537
'530330274001019',7,2,537
'530330274001019',9,1,537
'530330274001019',11,1,537
'530330274001020',5,1,7879
'530330274001020',8,0,7879
'530330274001020',9,1,7879
'530330274001020',13,84,7879
'530330274002000',2,7,8732
'530330274002000',3,3,8732
'530330274002000',5,4,8732
'530330274002000',7,2,8732
'530330274002000',9,6,8732
'530330274002001',2,1,21746
'530330274002002',2,7,21750
'530330274002002',3,1,21750
'530330274002003',7,-2,21747
'530330274002003',9,1,21747
'530330274002004',11,1,13752
'530330274002005',5,1,13753
'530330274002005',9,1,13753
'530330274002006',9,1,23934
'530330274002007',2,1,9204
'530330274002007',5,1,9204
'530330274002007',11,1,9204
'530330274002008',2,1,9192
'530330274002008',7,1,9192
'530330274002011',1,1,9199
'530330274002011',2,3,9199
'530330274002011',7,2,9199
'530330274002011',9,3,9199
'530330274002011',11,19,9199
'530330274002012',2,3,9200
'530330274002012',4,1,9200
'530330274002012',5,3,9200
'530330274002012',9,2,9200
'530330274002012',11,6,9200
'530330274002014',7,1,9201
'530330274002014',11,31,9201
'530330274003000',2,1,7873
'530330274003000',7,1,7873
'530330274003001',7,2,7872
'530330274003001',9,1,7872
'530330274003002',11,1,7869
'530330274003003',3,1,7868
'530330274003003',5,13,7868
'530330274003003',7,9,7868
'530330274003003',10,45,7868
'530330274003003',11,6,7868
'530330274003004',2,13,15866
'530330274003004',7,2,15866
'530330274003004',9,15,15866
'530330274003004',11,33,15866
'530330274003005',2,1,15867
'530330274003005',7,1,15867
'530330274003006',2,1,22864
'530330274003006',7,5,22864
'530330274003006',9,1,22864
'530330274003007',2,1,9195
'530330274003007',4,13,9195
'530330274003007',5,432,9195
'530330274003007',7,149,9195
'530330274003007',8,3,9195
'530330274003007',9,4,9195
'530330274003007',10,31,9195
'530330274003007',11,62,9195
'530330274003007',13,0,9195
'530330274003011',2,13,9202
'530330274003011',4,7,9202
'530330274003011',10,8,9202
'530330274003011',11,-17,9202
'530330274003016',4,4,8483
'530330274003016',5,2,8483
'530330274003016',7,1,8483
'530330274003016',9,2,8483
'530330274003019',7,5,9196
'530330274003019',9,1,9196
'530330274003019',11,1,9196
'530330274003020',2,2,9198
'530330274003020',7,1,9198
'530330274003020',10,1,9198
'530330274003021',2,3,9197
'530330274003021',7,13,9197
'530330274003021',9,8,9197
'530330274003021',11,-2,9197
'530330274003024',3,1,6253
'530330274003025',2,1,6254
'530330274003025',4,1,6254
'530330274003025',9,2,6254
'530330274003025',10,1,6254
'530330274003025',11,2,6254
'530330274003026',7,1,6252
'530330274004000',9,1,7888
'530330274004002',2,1,7890
'530330274004002',9,2,7890
'530330274004004',4,2,7882
'530330274004004',5,7,7882
'530330274004004',9,4,7882
'530330274004004',11,1,7882
'530330274004004',12,10,7882
'530330274004005',2,14,7867
'530330274004005',7,6,7867
'530330274004005',10,5,7867
'530330274004005',11,26,7867
'530330274004006',2,1,7870
'530330274004007',2,1,7871
'530330274004007',10,1,7871
'530330274004008',2,2,7889
'530330274004008',9,2,7889
'530330274004008',11,1,7889
'530330274004009',8,1,7874
'530330274004009',9,4,7874
'530330274004010',2,2,7875
'530330274004010',7,3,7875
'530330274004012',2,2,7876
'530330274004012',11,4,7876
'530330275001000',2,1,3810
'530330275001000',4,1,3810
'530330275001000',7,1,3810
'530330275001000',8,1,3810
'530330275001001',9,1,18337
'530330275001002',9,2,8508
'530330275001003',4,12,9803
'530330275001003',9,3,9803
'530330275001004',2,1,2084
'530330275001004',4,-4,2084
'530330275001004',7,2,2084
'530330275001004',9,1,2084
'530330275001004',11,3,2084
'530330275001005',7,1,24670
'530330275001005',11,1,24670
'530330275001006',5,15,9801
'530330275001006',7,1,9801
'530330275001006',9,70,9801
'530330275001006',10,57,9801
'530330275001006',11,2,9801
'530330275001012',9,191,9793
'530330275001014',8,0,6141
'530330275001014',13,85,6141
'530330275001015',2,2,9796
'530330275001015',4,1,9796
'530330275001015',7,2,9796
'530330275001015',8,1,9796
'530330275001015',9,31,9796
'530330275001015',11,1,9796
'530330275001018',9,1,17286
'530330275001019',9,3,17288
'530330275001020',2,2,8958
'530330275001020',7,1,8958
'530330275001020',11,1,8958
'530330275002000',4,1,3812
'530330275002000',5,72,3812
'530330275002001',5,1,3811
'530330275002002',2,1,424
'530330275002002',7,1,424
'530330275002003',5,2,421
'530330275002003',7,31,421
'530330275002003',8,1,421
'530330275002003',9,1,421
'530330275002003',10,4,421
'530330275002003',11,9,421
'530330275002003',12,1,421
'530330275002005',7,1,427
'530330275002005',11,1,427
'530330275002006',7,1,425
'530330275002007',7,1,423
'530330275002008',3,1,12753
'530330275002008',4,4,12753
'530330275002008',5,24,12753
'530330275002009',7,1,12752
'530330275002010',4,1,12751
'530330275002010',11,1,12751
'530330275002011',9,4,12750
'530330275002013',2,1,426
'530330275002013',7,1,426
'530330275002014',2,1,9792
'530330275002014',7,1,9792
'530330275002016',7,1,20073
'530330275002017',3,5,20070
'530330275002017',5,32,20070
'530330275002017',7,5,20070
'530330275002017',11,12,20070
'530330275002018',4,1,20071
'530330275002018',5,1,20071
'530330275002018',7,4,20071
'530330275002018',11,17,20071
'530330275002020',2,1,20075
'530330275002021',2,1,20074
'530330275002021',5,1,20074
'530330275002024',7,1,20058
'530330275002024',9,1,20058
'530330275002025',4,18,20076
'530330275002025',5,1,20076
'530330275002025',9,2,20076
'530330275002025',11,1,20076
'530330275002026',5,5,20051
'530330275002026',7,6,20051
'530330275002026',10,2,20051
'530330275002026',11,4,20051
'530330275002027',11,9,20052
'530330275002028',5,8,20053
'530330275002028',9,2,20053
'530330275003000',2,1,20059
'530330275003000',4,3,20059
'530330275003000',11,1,20059
'530330275003002',2,-4,20066
'530330275003005',2,15,20062
'530330275003005',7,1,20062
'530330275003005',9,61,20062
'530330275003006',2,25,20063
'530330275003006',9,2,20063
'530330275003007',2,2,978
'530330275003007',3,3,978
'530330275003007',5,4,978
'530330275003007',7,5,978
'530330275003007',8,9,978
'530330275003007',9,102,978
'530330275003007',10,47,978
'530330275003007',11,31,978
'530330275003007',13,0,978
'530330275003009',3,2,20061
'530330275003009',5,1,20061
'530330275003010',7,2,20060
'530330275003011',4,2,20056
'530330275003011',9,1,20056
'530330275003013',5,7,20054
'530330275003013',10,14,20054
'530330275003013',11,0,20054
'530330275003014',5,3,6434
'530330275003014',7,3,6434
'530330275003014',9,111,6434
'530330275003014',10,1,6434
'530330275003014',11,11,6434
'530330275003017',2,4,9584
'530330275003017',3,1,9584
'530330275003017',7,19,9584
'530330275003017',9,8,9584
'530330275004000',2,4,17289
'530330275004000',5,1,17289
'530330275004001',9,1,17287
'530330275004001',11,1,17287
'530330275004002',9,3,6064
'530330275004003',4,1,22567
'530330275004003',5,1,22567
'530330275004003',7,1,22567
'530330275004003',9,1,22567
'530330275004003',11,4,22567
'530330275004004',7,1,22568
'530330275004004',9,13,22568
'530330275004004',11,2,22568
'530330275004005',7,1,6065
'530330275004005',11,1,6065
'530330275004006',3,1,20080
'530330275004007',7,1,20079
'530330275004007',9,1,20079
'530330275004009',2,1,20085
'530330275004009',9,1,20085
'530330275004009',11,-1,20085
'530330275004011',5,7,20086
'530330275004011',7,1,20086
'530330275004011',11,2,20086
'530330275004012',11,1,20078
'530330275004013',2,1,20084
'530330275004013',10,5,20084
'530330275004013',11,0,20084
'530330275004014',3,1,20082
'530330275004014',7,1,20082
'530330275004015',5,1,20083
'530330275004015',8,1,20083
'530330275004016',2,1,20077
'530330275004016',5,1,20077
'530330275004016',7,1,20077
'530330276001000',4,1,24756
'530330276001000',7,12,24756
'530330276001000',9,52,24756
'530330276001000',10,7,24756
'530330276001000',11,0,24756
'530330276001001',7,1,24590
'530330276001003',2,8,24636
'530330276001004',4,6,6376
'530330276001004',7,2,6376
'530330276001004',11,2,6376
'530330276001005',9,1,9799
'530330276001006',7,69,24758
'530330276001006',10,1,24758
'530330276001006',11,0,24758
'530330276001007',2,15,21291
'530330276001007',4,1,21291
'530330276001007',5,11,21291
'530330276001007',7,5,21291
'530330276001007',9,441,21291
'530330276001007',11,2,21291
'530330276001007',12,1,21291
'530330276001008',2,1,9797
'530330276001008',4,1,9797
'530330276001008',5,1,9797
'530330276001008',7,3,9797
'530330276001008',9,5,9797
'530330276002000',7,1,21290
'530330276002001',7,2,9597
'530330276002005',2,2,9805
'530330276002005',4,1,9805
'530330276002005',5,3,9805
'530330276002005',7,9,9805
'530330276002005',9,8,9805
'530330276002005',10,9,9805
'530330276002005',11,4,9805
'530330276002007',2,14,9794
'530330276002007',4,1,9794
'530330276002007',5,6,9794
'530330276002007',7,8,9794
'530330276002007',9,8,9794
'530330276002007',10,9,9794
'530330276002007',11,5,9794
'530330276002008',7,1,17794
'530330276002008',9,1,17794
'530330276002008',11,1,17794
'530330276002009',2,1,17796
'530330276002014',8,1,17795
'530330276002015',9,1,7026
'530330276002015',11,4,7026
'530330276002017',9,1,20065
'530330276002018',2,9,6403
'530330276002018',7,27,6403
'530330276002018',9,35,6403
'530330276002020',7,10,20064
'530330276002020',9,29,20064
'530330276002020',10,6,20064
'530330276002020',11,4,20064
'530330276002021',5,1,15628
'530330276002021',9,20,15628
'530330276002021',10,40,15628
'530330276002021',11,8,15628
'530330276002022',2,3,15627
'530330276002022',11,1,15627
'530330276003005',2,7,7027
'530330276003005',3,1,7027
'530330276003005',5,1,7027
'530330276003005',7,2,7027
'530330276003005',8,2,7027
'530330276003005',11,1,7027
'530330276003008',7,1,24261
'530330276003010',2,1,24263
'530330276003010',7,2,24263
'530330276003010',11,5,24263
'530330276003011',2,2,24260
'530330276003011',11,2,24260
'530330276003012',2,1,14416
'530330276003013',3,5,14417
'530330276003013',4,3,14417
'530330276003013',5,1,14417
'530330276003013',7,66,14417
'530330276003013',9,20,14417
'530330276003013',11,1,14417
'530330276003013',12,2,14417
'530330276003014',7,1,12906
'530330276003014',8,2,12906
'530330276003014',9,1,12906
'530330276003014',11,4,12906
'530330276003015',2,2,12905
'530330276003015',11,1,12905
'530330276003017',5,1,12903
'530330276003017',7,13,12903
'530330276003017',8,2,12903
'530330276003017',9,1,12903
'530330276003019',7,3,13443
'530330277011000',4,3,26458
'530330277011000',7,1,26458
'530330277011001',2,1,26459
'530330277011001',11,1,26459
'530330277011002',7,8,26460
'530330277011002',11,1,26460
'530330277011003',4,2,3790
'530330277011003',7,-2,3790
'530330277011006',7,1,4299
'530330277011007',7,2,3792
'530330277011008',5,1,3796
'530330277011009',1,1,9187
'530330277011009',7,2,9187
'530330277011009',11,2,9187
'530330277011012',7,2,9790
'530330277011012',8,3,9790
'530330277011012',13,0,9790
'530330277011013',2,9,9188
'530330277011013',3,1,9188
'530330277011013',4,2,9188
'530330277011013',5,1,9188
'530330277011013',7,7,9188
'530330277011013',8,4,9188
'530330277011013',9,3,9188
'530330277011013',11,2,9188
'530330277011013',13,0,9188
'530330277011016',7,5,9189
'530330277011016',8,1,9189
'530330277011016',11,1,9189
'530330277011017',5,1,11123
'530330277011017',7,7,11123
'530330277011017',11,3,11123
'530330277011022',3,1,11122
'530330277011022',4,1,11122
'530330277011022',5,1,11122
'530330277011022',7,3,11122
'530330277011022',8,19,11122
'530330277011022',11,5,11122
'530330277011022',13,0,11122
'530330277011023',7,2,11124
'530330277011023',11,1,11124
'530330277011025',2,1,4547
'530330277011025',3,1,4547
'530330277011025',4,6,4547
'530330277011025',5,1,4547
'530330277011025',7,44,4547
'530330277011025',9,18,4547
'530330277011025',10,14,4547
'530330277011025',11,17,4547
'530330277011025',12,30,4547
'530330277011027',7,2,15404
'530330277011028',2,2,15408
'530330277011028',3,7,15408
'530330277011028',4,12,15408
'530330277011028',5,137,15408
'530330277011028',7,14,15408
'530330277011028',9,3,15408
'530330277011028',10,3,15408
'530330277011028',11,4,15408
'530330277012002',7,3,4297
'530330277012002',10,1,4297
'530330277012004',12,24,3146
'530330277012005',2,2,3145
'530330277012005',5,1,3145
'530330277012005',7,2,3145
'530330277012005',9,1,3145
'530330277012005',11,7,3145
'530330277012006',2,6,26453
'530330277012006',4,1,26453
'530330277012006',11,1,26453
'530330277012008',5,1,22539
'530330277012010',7,2,3793
'530330277012010',9,1,3793
'530330277012010',11,1,3793
'530330277012013',4,1,25717
'530330277012014',4,-2,3786
'530330277012014',11,1,3786
'530330277012015',2,1,3785
'530330277012015',3,4,3785
'530330277012015',7,3,3785
'530330277012015',8,2,3785
'530330277012015',11,1,3785
'530330277012015',13,0,3785
'530330277012018',7,2,22540
'530330277012018',11,2,22540
'530330277012019',3,2,3789
'530330277012019',4,1,3789
'530330277012019',9,1,3789
'530330277012020',4,6,3787
'530330277012023',7,5,26455
'530330277012024',2,1,26450
'530330277012025',3,2,26449
'530330277012025',7,10,26449
'530330277012025',11,3,26449
'530330277012026',7,1,4296
'530330277012028',7,1,26456
'530330277012029',5,2,3788
'530330277012029',7,2,3788
'530330277012029',8,10,3788
'530330277012029',10,3,3788
'530330277012029',11,3,3788
'530330277012029',13,0,3788
'530330277012030',2,4,4298
'530330277012030',7,5,4298
'530330277012030',11,2,4298
'530330277012035',1,2,2474
'530330277012035',7,3,2474
'530330277012035',9,1,2474
'530330277012036',1,1,1001
'530330277012036',7,2,1001
'530330277013001',4,2,15406
'530330277013001',5,1,15406
'530330277013001',7,4,15406
'530330277013001',8,1,15406
'530330277013001',11,3,15406
'530330277013002',2,4,13642
'530330277013002',4,1,13642
'530330277013002',5,1,13642
'530330277013002',7,4,13642
'530330277013002',9,4,13642
'530330277013003',1,1,16304
'530330277013003',2,5,16304
'530330277013003',3,5,16304
'530330277013003',4,9,16304
'530330277013003',7,8,16304
'530330277013003',9,9,16304
'530330277013003',11,7,16304
'530330277013004',7,3,16307
'530330277013006',2,4,16306
'530330277013006',4,2,16306
'530330277013006',5,32,16306
'530330277013006',7,4,16306
'530330277013006',9,0,16306
'530330277013007',4,7,16305
'530330277013007',5,11,16305
'530330277013007',7,1,16305
'530330277013007',10,40,16305
'530330277013007',11,1,16305
'530330277013009',2,6,2705
'530330277013009',4,5,2705
'530330277013009',5,1,2705
'530330277013009',7,8,2705
'530330277013009',8,0,2705
'530330277013009',11,6,2705
'530330277013009',13,1,2705
'530330277013010',7,15,13330
'530330277013010',11,1,13330
'530330277013012',2,3,2706
'530330277013012',4,8,2706
'530330277013012',5,4,2706
'530330277013013',1,1,16308
